Device_ID,Timestamp,RSRP_dBm,RSRQ_dB,SINR_dB,CPU_Usage_Percent,Available_CPU_Percent,Max_CPU_Frequency_MHz,CPU_Temperature_C,Used_Memory_GB,Total_Memory_GB,Memory_Usage_Percent,Available_Memory_Percent,Available_Memory_GB,Used_Storage_GB,Total_Storage_GB,Storage_Usage_Percent,Available_Storage_Percent,Available_Storage_GB,Active_Tasks
raspberry_pi_4A,2025-06-25T11:07:16Z,-95,-14.4,3.7,89.7,10.3,1785.5,43.1,2.06,4,51.5,48.5,1.94,13.09,32,40.9,59.1,18.91,194
raspberry_pi_4A,2025-06-25T11:07:46Z,-92.7,-14.8,4.8,44.2,55.8,1192.7,68,1.27,4,31.8,68.2,2.73,9.17,32,28.7,71.3,22.83,186
raspberry_pi_4A,2025-06-25T11:08:16Z,-90.8,-8.4,-3.2,28,72,1020.2,43.7,1.37,4,34.2,65.8,2.63,13.05,32,40.8,59.2,18.95,178
raspberry_pi_4A,2025-06-25T11:08:46Z,-114.4,-6.9,13.6,62.7,37.3,1936.2,66.9,2.72,4,68,32,1.28,13.45,32,42,58,18.55,154
raspberry_pi_4A,2025-06-25T11:09:16Z,-101.5,-8,24.2,13.7,86.3,1845.9,54.7,2.89,4,72.2,27.8,1.11,10.29,32,32.2,67.8,21.71,160
raspberry_pi_4A,2025-06-25T11:09:46Z,-98.8,-5.2,19.9,77,23,2359.8,70.1,2.75,4,68.8,31.2,1.25,12.6,32,39.4,60.6,19.4,132
raspberry_pi_4A,2025-06-25T11:10:16Z,-100.8,-14,-4.3,64.8,35.2,1056.2,75.5,1.81,4,45.2,54.8,2.19,8.1,32,25.3,74.7,23.9,151
raspberry_pi_4A,2025-06-25T11:10:46Z,-112.3,-7.3,19.9,38.3,61.7,1618,50.4,2.78,4,69.5,30.5,1.22,6.51,32,20.3,79.7,25.49,154
raspberry_pi_4A,2025-06-25T11:11:16Z,-109.3,-10.1,-1.9,46.6,53.4,2297.6,53.2,1.66,4,41.5,58.5,2.34,10.22,32,31.9,68.1,21.78,104
raspberry_pi_4A,2025-06-25T11:11:46Z,-102,-14.6,-4,13.7,86.3,2010.4,54.4,1.76,4,44,56,2.24,7.41,32,23.2,76.8,24.59,155
raspberry_pi_4A,2025-06-25T11:12:16Z,-100.4,-8.3,0.3,81.1,18.9,2197.8,65.3,2.55,4,63.7,36.3,1.45,8.95,32,28,72,23.05,109
raspberry_pi_4A,2025-06-25T11:12:46Z,-107.1,-9.8,-1.5,75.4,24.6,2187.6,41.7,1.64,4,41,59,2.36,12.31,32,38.5,61.5,19.69,131
raspberry_pi_4A,2025-06-25T11:13:16Z,-100.7,-11.1,2.3,25,75,2056.9,63.7,2.95,4,73.8,26.2,1.05,8.95,32,28,72,23.05,156
raspberry_pi_4A,2025-06-25T11:13:46Z,-111.4,-5.8,3.3,36.4,63.6,1423.5,76.2,2.26,4,56.5,43.5,1.74,5.6,32,17.5,82.5,26.4,124
raspberry_pi_4A,2025-06-25T11:14:16Z,-105.4,-12,0.6,59.3,40.7,1926.9,51.9,2,4,50,50,2,12.82,32,40.1,59.9,19.18,152
raspberry_pi_4A,2025-06-25T11:14:46Z,-85.7,-13.4,17.8,30.6,69.4,2365.8,62.2,1.24,4,31,69,2.76,6.48,32,20.2,79.8,25.52,150
raspberry_pi_4A,2025-06-25T11:15:16Z,-102.6,-14.2,20.5,45.3,54.7,1466.1,72.8,1.52,4,38,62,2.48,14.54,32,45.4,54.6,17.46,109
raspberry_pi_4A,2025-06-25T11:15:46Z,-104.7,-7.8,8.7,17.3,82.7,1187.7,68.4,2.04,4,51,49,1.96,11.32,32,35.4,64.6,20.68,185
raspberry_pi_4A,2025-06-25T11:16:16Z,-102.6,-6.1,20.2,18.2,81.8,1039.5,72.4,1.38,4,34.5,65.5,2.62,5.75,32,18,82,26.25,132
raspberry_pi_4A,2025-06-25T11:16:46Z,-108.6,-14.6,-2.7,33.7,66.3,1222.2,79.7,1.24,4,31,69,2.76,9.15,32,28.6,71.4,22.85,130
raspberry_pi_4A,2025-06-25T11:17:16Z,-111.5,-9.9,10.9,22.6,77.4,2194,74,1.99,4,49.8,50.2,2.01,8.16,32,25.5,74.5,23.84,127
raspberry_pi_4A,2025-06-25T11:17:46Z,-106.1,-7,2,53.2,46.8,1207.1,61.6,1.76,4,44,56,2.24,12.05,32,37.7,62.3,19.95,151
raspberry_pi_4A,2025-06-25T11:18:16Z,-98.8,-13,16.8,60,40,1791.5,47.2,2.47,4,61.8,38.2,1.53,12.88,32,40.2,59.8,19.12,168
raspberry_pi_4A,2025-06-25T11:18:46Z,-114.3,-14.8,-2.2,85.1,14.9,1648.2,71.3,1.51,4,37.8,62.2,2.49,12.75,32,39.8,60.2,19.25,169
raspberry_pi_4A,2025-06-25T11:19:16Z,-101.8,-7.3,20.8,38.3,61.7,1252.6,50.8,2.16,4,54,46,1.84,6.8,32,21.2,78.8,25.2,196
raspberry_pi_4A,2025-06-25T11:19:46Z,-106.5,-11.1,-3.7,65.6,34.4,1806.2,61.7,2.7,4,67.5,32.5,1.3,7.59,32,23.7,76.3,24.41,152
raspberry_pi_4A,2025-06-25T11:20:16Z,-102.3,-6.3,5.8,71.7,28.3,1339.7,45.8,2.13,4,53.2,46.8,1.87,12.91,32,40.3,59.7,19.09,142
raspberry_pi_4A,2025-06-25T11:20:46Z,-100.6,-6.6,-2,75.3,24.7,1705.6,43.7,1.11,4,27.8,72.2,2.89,13.03,32,40.7,59.3,18.97,105
raspberry_pi_4A,2025-06-25T11:21:16Z,-106.8,-8.1,2.1,49.5,50.5,1763.5,59.1,2.68,4,67,33,1.32,13.43,32,42,58,18.57,195
raspberry_pi_4A,2025-06-25T11:21:46Z,-106,-9.7,6.8,39.4,60.6,2173.2,74.8,2.09,4,52.2,47.8,1.91,9.28,32,29,71,22.72,165
raspberry_pi_4A,2025-06-25T11:22:16Z,-93,-14.8,15.7,37.3,62.7,1816.9,58.5,1.24,4,31,69,2.76,6.09,32,19,81,25.91,129
raspberry_pi_4A,2025-06-25T11:22:46Z,-114.1,-5.7,-1.9,23.5,76.5,1556.2,54.4,2.63,4,65.8,34.2,1.37,7.39,32,23.1,76.9,24.61,120
raspberry_pi_4A,2025-06-25T11:23:16Z,-89.6,-11.4,7.5,79.2,20.8,1839.2,40.7,2.4,4,60,40,1.6,11,32,34.4,65.6,21,153
raspberry_pi_4A,2025-06-25T11:23:46Z,-101.8,-11.9,4.8,84.1,15.9,1037.5,46.4,1.96,4,49,51,2.04,8.42,32,26.3,73.7,23.58,138
raspberry_pi_4A,2025-06-25T11:24:16Z,-94.9,-11.5,10,14.4,85.6,2391.4,68.5,2.16,4,54,46,1.84,14.17,32,44.3,55.7,17.83,106
raspberry_pi_4A,2025-06-25T11:24:46Z,-100.6,-13.3,16.5,74.1,25.9,2303.6,44.7,2.12,4,53,47,1.88,8.59,32,26.8,73.2,23.41,150
raspberry_pi_4A,2025-06-25T11:25:16Z,-102.9,-6,6.6,86.8,13.2,2236.9,54.1,2.99,4,74.8,25.2,1.01,13.35,32,41.7,58.3,18.65,187
raspberry_pi_4A,2025-06-25T11:25:46Z,-98.1,-9.7,11.1,21.2,78.8,1064.9,42.1,1.32,4,33,67,2.68,8.91,32,27.8,72.2,23.09,161
raspberry_pi_4A,2025-06-25T11:26:16Z,-86.6,-7.7,6.6,14,86,1205.9,71.5,1.31,4,32.8,67.2,2.69,13.69,32,42.8,57.2,18.31,159
raspberry_pi_4A,2025-06-25T11:26:46Z,-92.1,-10.9,24.3,63.5,36.5,2239.6,59.7,1.78,4,44.5,55.5,2.22,10.31,32,32.2,67.8,21.69,134
raspberry_pi_4A,2025-06-25T11:27:16Z,-99.9,-14.9,5.1,66.2,33.8,1030.3,76,2.29,4,57.2,42.8,1.71,14.14,32,44.2,55.8,17.86,106
raspberry_pi_4A,2025-06-25T11:27:46Z,-93.5,-5,1.8,39.8,60.2,2399,42.6,2.51,4,62.7,37.3,1.49,14.48,32,45.2,54.8,17.52,171
raspberry_pi_4A,2025-06-25T11:28:16Z,-89.2,-14.5,4.8,33,67,1616.7,56.7,2.33,4,58.2,41.8,1.67,11.26,32,35.2,64.8,20.74,183
raspberry_pi_4A,2025-06-25T11:28:46Z,-108.6,-5.8,8.5,87.1,12.9,1165.6,65.9,2.01,4,50.2,49.8,1.99,7.25,32,22.7,77.3,24.75,167
raspberry_pi_4A,2025-06-25T11:29:16Z,-103.5,-12,-2,51.2,48.8,1480.6,40.9,2.59,4,64.8,35.2,1.41,11.43,32,35.7,64.3,20.57,139
raspberry_pi_4A,2025-06-25T11:29:46Z,-101.2,-6.6,18,15.4,84.6,1232.6,70.4,1.73,4,43.2,56.8,2.27,9.98,32,31.2,68.8,22.02,151
raspberry_pi_4A,2025-06-25T11:30:16Z,-111,-5,15.1,84,16,1862.5,55.8,1.5,4,37.5,62.5,2.5,9.6,32,30,70,22.4,164
raspberry_pi_4A,2025-06-25T11:30:46Z,-89,-6.5,6,84.6,15.4,2058.7,43.7,1.12,4,28,72,2.88,7.73,32,24.2,75.8,24.27,188
raspberry_pi_4A,2025-06-25T11:31:16Z,-103.9,-14.3,-0.3,84.7,15.3,2045.3,60.2,1.47,4,36.8,63.2,2.53,9.69,32,30.3,69.7,22.31,189
raspberry_pi_4A,2025-06-25T11:31:46Z,-106.2,-10.4,17.2,37.1,62.9,1959.5,47.7,2.27,4,56.8,43.2,1.73,14.63,32,45.7,54.3,17.37,194
raspberry_pi_4A,2025-06-25T11:32:16Z,-108.2,-8.3,15.8,31.9,68.1,1243,46.7,2.05,4,51.2,48.8,1.95,5.66,32,17.7,82.3,26.34,179
raspberry_pi_4A,2025-06-25T11:32:46Z,-96.2,-13.9,15.2,18.1,81.9,2104.2,66.3,1.46,4,36.5,63.5,2.54,13.4,32,41.9,58.1,18.6,148
raspberry_pi_4A,2025-06-25T11:33:16Z,-87,-10.4,14.9,24.7,75.3,2317.1,55.8,2.31,4,57.8,42.2,1.69,5.99,32,18.7,81.3,26.01,196
,,,,,,,,,,,,,,,,,,,
