Device_ID,Timestamp,RSRP_dBm,RSRQ_dB,SINR_dB,CPU_Usage_Percent,Available_CPU_Percent,Max_CPU_Frequency_MHz,CPU_Temperature_C,Used_Memory_GB,Total_Memory_GB,Memory_Usage_Percent,Available_Memory_Percent,Available_Memory_GB,Used_Storage_GB,Total_Storage_GB,Storage_Usage_Percent,Available_Storage_Percent,Available_Storage_GB,Active_Tasks
raspberry_pi_5B,2025-06-25T11:07:16Z,-101,-15,11.2,21.3,78.7,1736.5,53.6,1.39,4,34.8,65.2,2.61,7.59,32,23.7,76.3,24.41,196
raspberry_pi_5B,2025-06-25T11:07:46Z,-99.5,-11.9,15,66.9,33.1,1207.5,48.3,2.68,4,67,33,1.32,13.59,32,42.5,57.5,18.41,180
raspberry_pi_5B,2025-06-25T11:08:16Z,-114.3,-12.4,23.5,76.6,23.4,1351.2,46.1,2.97,4,74.2,25.8,1.03,6.5,32,20.3,79.7,25.5,116
raspberry_pi_5B,2025-06-25T11:08:46Z,-100.2,-8.8,14.2,70.6,29.4,2343.7,48.1,2.43,4,60.8,39.2,1.57,12.2,32,38.1,61.9,19.8,198
raspberry_pi_5B,2025-06-25T11:09:16Z,-96.4,-8.3,14.4,80.9,19.1,1403.5,41.8,1.86,4,46.5,53.5,2.14,8.06,32,25.2,74.8,23.94,176
raspberry_pi_5B,2025-06-25T11:09:46Z,-111.2,-9.9,-1.5,12.9,87.1,2354.1,75.8,2.13,4,53.2,46.8,1.87,5.71,32,17.8,82.2,26.29,192
raspberry_pi_5B,2025-06-25T11:10:16Z,-90,-12.1,19.7,29,71,2328.6,49,1.58,4,39.5,60.5,2.42,10.32,32,32.2,67.8,21.68,174
raspberry_pi_5B,2025-06-25T11:10:46Z,-111.3,-7.6,-4.7,17.9,82.1,2043.8,70.6,2.93,4,73.2,26.8,1.07,6.75,32,21.1,78.9,25.25,107
raspberry_pi_5B,2025-06-25T11:11:16Z,-103.3,-5.2,17.3,40.6,59.4,1746.4,45.8,2.17,4,54.2,45.8,1.83,6.23,32,19.5,80.5,25.77,189
raspberry_pi_5B,2025-06-25T11:11:46Z,-107.6,-7.7,0.8,89,11,1969.2,57.5,1.46,4,36.5,63.5,2.54,9.31,32,29.1,70.9,22.69,116
raspberry_pi_5B,2025-06-25T11:12:16Z,-90.4,-8.1,17,13.8,86.2,2367.7,62.9,1.32,4,33,67,2.68,9.5,32,29.7,70.3,22.5,180
raspberry_pi_5B,2025-06-25T11:12:46Z,-105.2,-6.3,-3.6,81.5,18.5,1097.2,65.8,1.01,4,25.2,74.8,2.99,6.66,32,20.8,79.2,25.34,199
raspberry_pi_5B,2025-06-25T11:13:16Z,-89.8,-10.1,24.2,38.1,61.9,1377.7,58.8,1.76,4,44,56,2.24,13.85,32,43.3,56.7,18.15,146
raspberry_pi_5B,2025-06-25T11:13:46Z,-98.2,-9.4,21.5,47.3,52.7,1484.6,58.1,2.2,4,55,45,1.8,12.54,32,39.2,60.8,19.46,141
raspberry_pi_5B,2025-06-25T11:14:16Z,-111,-6,6.5,65,35,1477.9,75.1,1.52,4,38,62,2.48,12.26,32,38.3,61.7,19.74,115
raspberry_pi_5B,2025-06-25T11:14:46Z,-111.7,-14.2,19.2,57.1,42.9,2144.3,59.5,2.76,4,69,31,1.24,5.03,32,15.7,84.3,26.97,126
raspberry_pi_5B,2025-06-25T11:15:16Z,-113,-5.8,14,55.6,44.4,1597.6,43.5,2.35,4,58.8,41.2,1.65,9.55,32,29.8,70.2,22.45,121
raspberry_pi_5B,2025-06-25T11:15:46Z,-95.1,-10.3,1.9,20,80,1831.4,67.5,2.86,4,71.5,28.5,1.14,6.21,32,19.4,80.6,25.79,187
raspberry_pi_5B,2025-06-25T11:16:16Z,-105.8,-7.4,3.4,90,10,1493.4,76.6,1.8,4,45,55,2.2,13.33,32,41.7,58.3,18.67,156
raspberry_pi_5B,2025-06-25T11:16:46Z,-106.8,-12.2,18,56,44,1909.9,66.3,1.12,4,28,72,2.88,13.77,32,43,57,18.23,105
raspberry_pi_5B,2025-06-25T11:17:16Z,-111.8,-6.2,16,14.4,85.6,1373.7,40.7,1.66,4,41.5,58.5,2.34,10.95,32,34.2,65.8,21.05,113
raspberry_pi_5B,2025-06-25T11:17:46Z,-93.5,-14.3,4.2,32.6,67.4,1542.5,72.2,2.22,4,55.5,44.5,1.78,11.72,32,36.6,63.4,20.28,146
raspberry_pi_5B,2025-06-25T11:18:16Z,-103.7,-7.5,22.1,28.3,71.7,2091.8,62.8,2.27,4,56.8,43.2,1.73,12.69,32,39.7,60.3,19.31,132
raspberry_pi_5B,2025-06-25T11:18:46Z,-102.4,-6.3,11.7,55.9,44.1,1269.1,61.5,1.2,4,30,70,2.8,7.14,32,22.3,77.7,24.86,140
raspberry_pi_5B,2025-06-25T11:19:16Z,-94.9,-9.3,19,17.5,82.5,1194.9,70.5,1.8,4,45,55,2.2,5.63,32,17.6,82.4,26.37,142
raspberry_pi_5B,2025-06-25T11:19:46Z,-97.7,-7.5,14.3,76,24,1783.7,76.3,1.26,4,31.5,68.5,2.74,9.29,32,29,71,22.71,199
raspberry_pi_5B,2025-06-25T11:20:16Z,-85.6,-11.8,15.2,45.8,54.2,1732.3,53.8,1.25,4,31.2,68.8,2.75,14.93,32,46.7,53.3,17.07,160
raspberry_pi_5B,2025-06-25T11:20:46Z,-114.4,-13.2,0.7,68.6,31.4,1451.9,59.9,1.28,4,32,68,2.72,10.2,32,31.9,68.1,21.8,153
raspberry_pi_5B,2025-06-25T11:21:16Z,-85.4,-5.2,-2,76.3,23.7,1281.5,68,1.53,4,38.2,61.8,2.47,10.53,32,32.9,67.1,21.47,169
raspberry_pi_5B,2025-06-25T11:21:46Z,-112.4,-9.9,11.8,85.8,14.2,1374.7,67.5,2.99,4,74.8,25.2,1.01,7.97,32,24.9,75.1,24.03,117
raspberry_pi_5B,2025-06-25T11:22:16Z,-93,-14.4,7.3,74.3,25.7,1825.1,52.2,2.32,4,58,42,1.68,6.29,32,19.7,80.3,25.71,128
raspberry_pi_5B,2025-06-25T11:22:46Z,-107.3,-6.5,-0.7,28.8,71.2,1749.7,61.8,1.38,4,34.5,65.5,2.62,9.55,32,29.8,70.2,22.45,179
raspberry_pi_5B,2025-06-25T11:23:16Z,-95.3,-8.3,4.9,74.6,25.4,1849.8,63,2.3,4,57.5,42.5,1.7,14.96,32,46.8,53.2,17.04,185
raspberry_pi_5B,2025-06-25T11:23:46Z,-90.6,-7.5,-3.2,31.3,68.7,1453.6,73.2,2.95,4,73.8,26.2,1.05,11.2,32,35,65,20.8,111
raspberry_pi_5B,2025-06-25T11:24:16Z,-112.1,-14.4,1,68.8,31.2,1401.7,58,2.99,4,74.8,25.2,1.01,12.49,32,39,61,19.51,176
raspberry_pi_5B,2025-06-25T11:24:46Z,-100,-7.9,16,73.1,26.9,2318.4,47.6,2.81,4,70.2,29.8,1.19,6.6,32,20.6,79.4,25.4,127
raspberry_pi_5B,2025-06-25T11:25:16Z,-89.9,-7.9,9.4,79.9,20.1,2345.3,66.9,2.31,4,57.8,42.2,1.69,14.99,32,46.8,53.2,17.01,113
raspberry_pi_5B,2025-06-25T11:25:46Z,-97.2,-6.6,4.4,27.8,72.2,1345.5,74.1,1.23,4,30.8,69.2,2.77,12.03,32,37.6,62.4,19.97,111
raspberry_pi_5B,2025-06-25T11:26:16Z,-90.7,-7.1,11.5,73.6,26.4,1952.3,69.3,1.26,4,31.5,68.5,2.74,14.53,32,45.4,54.6,17.47,137
raspberry_pi_5B,2025-06-25T11:26:46Z,-98.1,-8.5,-3,38.5,61.5,2396.2,73.2,1.91,4,47.8,52.2,2.09,12.28,32,38.4,61.6,19.72,139
raspberry_pi_5B,2025-06-25T11:27:16Z,-91.3,-13.8,8.2,81.3,18.7,2385,60.1,1.59,4,39.8,60.2,2.41,10.21,32,31.9,68.1,21.79,135
raspberry_pi_5B,2025-06-25T11:27:46Z,-93.6,-10.7,-2,17.2,82.8,2373.6,56.9,2.64,4,66,34,1.36,7.12,32,22.2,77.8,24.88,128
raspberry_pi_5B,2025-06-25T11:28:16Z,-94.3,-14.4,19.7,36.6,63.4,1288.4,73.7,1.34,4,33.5,66.5,2.66,6.97,32,21.8,78.2,25.03,159
raspberry_pi_5B,2025-06-25T11:28:46Z,-91.7,-7.9,24.7,19.9,80.1,2314,62.8,2.22,4,55.5,44.5,1.78,13.71,32,42.8,57.2,18.29,187
raspberry_pi_5B,2025-06-25T11:29:16Z,-95.8,-11.3,12.1,78.3,21.7,1258.1,66.9,2.36,4,59,41,1.64,11.68,32,36.5,63.5,20.32,175
raspberry_pi_5B,2025-06-25T11:29:46Z,-99.5,-9.2,1.7,20.7,79.3,1664,76.4,1.54,4,38.5,61.5,2.46,5.77,32,18,82,26.23,154
raspberry_pi_5B,2025-06-25T11:30:16Z,-97.5,-9.3,18.4,80.5,19.5,1724.4,54.8,1.75,4,43.8,56.2,2.25,11.77,32,36.8,63.2,20.23,136
raspberry_pi_5B,2025-06-25T11:30:46Z,-99.6,-13.9,9,84.5,15.5,2206.7,69.2,1.18,4,29.5,70.5,2.82,6.47,32,20.2,79.8,25.53,194
raspberry_pi_5B,2025-06-25T11:31:16Z,-102.6,-11.3,23.5,56.6,43.4,1757.8,56.2,2.75,4,68.8,31.2,1.25,14.1,32,44.1,55.9,17.9,148
raspberry_pi_5B,2025-06-25T11:31:46Z,-93.1,-8.5,1.1,72.2,27.8,1605.1,42.5,2.19,4,54.8,45.2,1.81,13.04,32,40.8,59.2,18.96,168
raspberry_pi_5B,2025-06-25T11:32:16Z,-86.6,-11.9,19,78.4,21.6,1062.2,56.8,2.63,4,65.8,34.2,1.37,13.27,32,41.5,58.5,18.73,159
raspberry_pi_5B,2025-06-25T11:32:46Z,-85.5,-11,-0.1,73.9,26.1,1067.8,68.2,1.49,4,37.2,62.8,2.51,10.37,32,32.4,67.6,21.63,148
raspberry_pi_5B,2025-06-25T11:33:16Z,-104.6,-8.3,2.4,13,87,2254.3,79,1.11,4,27.8,72.2,2.89,6.66,32,20.8,79.2,25.34,109
